screening balanced starts with Stockfish...
1666 balanced starts ready
[20/5000] games, 397 samples
[3520/5000] games, 69357 samples
[3540/5000] games, 69757 samples
[3560/5000] games, 70157 samples
[3580/5000] games, 70557 samples
[3600/5000] games, 70957 samples
[3620/5000] games, 71357 samples
[3640/5000] games, 71757 samples
[3660/5000] games, 72147 samples
[3680/5000] games, 72538 samples
[3700/5000] games, 72932 samples
[3720/5000] games, 73318 samples
[3740/5000] games, 73711 samples
[3760/5000] games, 74111 samples
[3780/5000] games, 74478 samples
[3800/5000] games, 74859 samples
[3820/5000] games, 75252 samples
[3840/5000] games, 75652 samples
[3860/5000] games, 76052 samples
[3880/5000] games, 76443 samples
[3900/5000] games, 76843 samples
[3920/5000] games, 77239 samples
[3940/5000] games, 77639 samples
[3960/5000] games, 78039 samples
[3980/5000] games, 78439 samples
[4000/5000] games, 78829 samples
[4020/5000] games, 79226 samples
[4040/5000] games, 79626 samples
[4060/5000] games, 80026 samples
[4080/5000] games, 80416 samples
[4100/5000] games, 80807 samples
[4120/5000] games, 81189 samples
[4140/5000] games, 81567 samples
[4160/5000] games, 81967 samples
[4180/5000] games, 82364 samples
[4200/5000] games, 82757 samples
[4220/5000] games, 83142 samples
[4240/5000] games, 83542 samples
[4260/5000] games, 83936 samples
[4280/5000] games, 84336 samples
[4300/5000] games, 84716 samples
[4320/5000] games, 85114 samples
[4340/5000] games, 85484 samples
[4360/5000] games, 85884 samples
[4380/5000] games, 86284 samples
[4400/5000] games, 86684 samples
[4420/5000] games, 87071 samples
[4440/5000] games, 87470 samples
[4460/5000] games, 87864 samples
[4480/5000] games, 88257 samples
[4500/5000] games, 88653 samples
[4520/5000] games, 89038 samples
[4540/5000] games, 89432 samples
[4560/5000] games, 89825 samples
[4580/5000] games, 90225 samples
[4600/5000] games, 90622 samples
[4620/5000] games, 91022 samples
[4640/5000] games, 91400 samples
[4660/5000] games, 91779 samples
[4680/5000] games, 92176 samples
[4700/5000] games, 92560 samples
[4720/5000] games, 92950 samples
[4740/5000] games, 93329 samples
[4760/5000] games, 93710 samples
[4780/5000] games, 94106 samples
[4800/5000] games, 94506 samples
[4820/5000] games, 94906 samples
[4840/5000] games, 95287 samples
[4860/5000] games, 95687 samples
[4880/5000] games, 96087 samples
[4900/5000] games, 96485 samples
[4920/5000] games, 96878 samples
[4940/5000] games, 97272 samples
[4960/5000] games, 97669 samples
[4980/5000] games, 98069 samples
[5000/5000] games, 98464 samples
wrote 98464 samples to research/data/texel4.jsonl
